parameter_name,long_name,classification,classification_confidence,classification_reasoning,value_type,value_details,defined_by_extensions,defined_by_summary,has_requirements,num_csr_references,csr_names,spec_file,spec_line,spec_score,spec_is_normative,spec_in_note,spec_text,description
VFREDUSUM_NAN,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: ['no_change', 'custom']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1178,8,True,False,values in `vl` and `vtype` to match application needs.  [#norm:vset_op]#The,"The reduction tree structure must be deterministic for a given `vtype`
and `vl`; as a consequence, implementations need not preserve NaN
payloads when no elements are active. If no elements are active and the
scalar input is NaN, implementations may canonicalize it (and raise an
exception if it is a"
VFREDUSUM_NODE_ROUNDING_BEHAVIOR,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: ['SEW_precision', 'custom']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,966,4,True,False,EMUL differ from SEW and LMUL respectively but [#norm:eew_emul_sew_lmul_dep]#EEW/EMUL = SEW/LMUL.#,"Each reduction operator computes an exact sum using an ideal scalar
floating-point addition, then converts that result into a floating-
point format with range and precision at least as large as the element
SEW, rounding with the current dynamic rounding mode and raising
exceptions as needed. Implem"
VILL_SET_ON_RESERVED_VTYPE,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: [True, False]",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,169,9,True,False,"NOTE: [#norm:vill_implicit_encoding_param]#A small implementation supporting ELEN=32 requires only seven bits of state in `vtype`: two bits for `ma` and `ta`, two bits for `vsew[1:0]` and three bits f","Use of vtype encodings with LMUL < SEW_MIN/ELEN is reserved. Implementations
may set the `vill` status bit to indicate such vtype encodings are
unsupported, providing a software-visible indication of invalid vtype
selections."
VLEN,TODO,NORM_DIRECT,high,Well-known architectural parameter 'VLEN',value,{'base': 'integer'},Zvl32b,ext:Zvl32b,False,2,"vlenb, vstart",v-st-ext.adoc,511,12,False,False,"The _XLEN_-bit-wide read-only CSR `vlenb` holds the value VLEN/8,",The number of bits in a single vector register.
VMID_WIDTH,TODO,NORM_DIRECT,high,Well-known architectural parameter 'VMID_WIDTH',range,[0..14],H,ext:H,True,3,hgatp,hypervisor.adoc,1089,8,False,False,"bit position in the VMID field, then reading back the value in `hgatp`","Number of bits supported in `hgatp.VMID` (i.e., the supported width of a virtual machine ID)."
VSSTAGE_MODE_BARE,TODO,NORM_DIRECT,medium,Translation/mode parameter,binary,"choices: [True, False]",H,ext:H,True,0,,priv-cfi.adoc,216,6,True,False,[#norm:satp-mode_bare]#If `satp.MODE` (or `vsatp.MODE` when `V=1`) is set to `Bare` and the effective,Whether or not writing mode=Bare is supported in the `vsatp` register.
VSSTATUS_VS_EXISTS,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: [True, False]",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,146,17,False,False,the `vsstatus.VS` field may exist even if `misa.V` is clear.,"Some implementations provide a `vsstatus.VS` field even when the `misa.V`
bit is clear. This parameter indicates whether `vsstatus.VS` exists
independently of the `misa.V` setting."
VSTVEC_MODE_DIRECT,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of vstvec.MODE,binary,"choices: [True, False]",H,ext:H,True,1,vstvec,machine.adoc,423,7,True,False,"[#norm:mstatus_sie_spie_rdonly0]#If supervisor mode is not implemented, then SIE and SPIE are read-only 0.#",Whether or not `vstvec.MODE` supports Direct (0).
VSTVEC_MODE_VECTORED,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of vstvec.MODE,binary,"choices: [True, False]",H,ext:H,True,1,vstvec,machine.adoc,1256,9,True,False,"[#norm:mtvec_mode_vectored_op]#When MODE=Vectored, all synchronous exceptions into machine mode cause",Whether or not `stvec.MODE` supports Vectored (1).
VSXLEN,TODO,NORM_DIRECT,high,Well-known architectural parameter 'VSXLEN',set,"subset of [32, 64]",H,ext:H,True,3,hstatus,hypervisor.adoc,1184,20,False,False,"encoded the same as the MXL field of `misa`, shown in <<norm:misa_mxl_enc>>. In particular, an implementation may make UXL be a read-only copy of field VSXL of `hstatus`, forcing VU-mode XLEN=VSXLEN.","Set of XLENs supported in VS-mode. Can be one of:

  * [32]:     VSXLEN is always 32
  * [64]:     VSXLEN is always 64
  * [32, 64]: VSXLEN can be changed (via `hstatus.VSXL`) between 32 and 64"
VS_MODE_ENDIANNESS,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of hstatus.VSBE,enum,"values: ['little', 'big', 'dynamic']",H,ext:H,False,2,hstatus,hypervisor.adoc,339,14,False,False,"accesses made from VS-mode are little-endian, and if VSBE=1, they are","Endianness of data in VS-mode. Can be one of:

 * little:  VS-mode data is always little endian
 * big:     VS-mode data is always big endian
 * dynamic: VS-mode data can be either little or big endian,
            depending on the CSR field `hstatus.VSBE`"
VUXLEN,TODO,NORM_DIRECT,high,Well-known architectural parameter 'VUXLEN',set,"subset of [32, 64]",H,ext:H,True,2,vsstatus,hypervisor.adoc,1181,6,False,False,"The UXL field controls the effective XLEN for VU-mode, which may differ","Set of XLENs supported in VU-mode. When both 32 and 64 are supported, VUXLEN can be changed
via `vsstatus.UXL`."
VU_MODE_ENDIANNESS,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of vsstatus.UBE,enum,"values: ['little', 'big', 'dynamic']",H,ext:H,False,2,vsstatus,hypervisor.adoc,2359,10,True,False,"* [#norm:H_virtinst_vu_nonhighctr_h0_s0_m1]#in VU-mode, attempts to access a non-high-half counter CSR when the","Endianness of data in VU-mode. Can be one of:

 * little:  VU-mode data is always little endian
 * big:     VU-mode data is always big endian
 * dynamic: VU-mode data can be either little or big endian,
            depending on the CSR field `vsstatus.UBE`"
